date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:13:41	64651/64651	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Apr%202017%2010:13:40%20GMT	https://iforgot.apple.com/password/verify/appleid	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/password/verify/appleid.html	(from )
03:13:42	20/20	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2010%20Apr%202017%2010:13:41%20GMT	https://iforgot.apple.com/robots.txt		(from )
03:13:42	258055/258055	---MCZ	200	added ('OK')	text/css	etag:2740050219	https://iforgot.apple.com/cssj/N284380771/app.css	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/cssj/N284380771/app.css	(from https://iforgot.apple.com/password/verify/appleid)
03:13:42	24622/24622	---MCZ	200	added ('OK')	text/javascript	etag:2740050219	https://iforgot.apple.com/jsj/856294195/common-header.js	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/jsj/856294195/common-header.js	(from https://iforgot.apple.com/password/verify/appleid)
03:13:42	84745/84745	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Apr%202017%2010:13:42%20GMT	https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css	C:/My%20Web%20Sites/Apple%20Help/www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css	(from https://iforgot.apple.com/password/verify/appleid)
03:13:43	145256/145256	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Apr%202017%2010:13:42%20GMT	https://www.apple.com/ac/globalnav/2.0/en_US/scripts/ac-globalnav.built.js	C:/My%20Web%20Sites/Apple%20Help/www.apple.com/ac/globalnav/2.0/en_US/scripts/ac-globalnav.built.js	(from https://iforgot.apple.com/password/verify/appleid)
03:13:43	56650/56650	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Apr%202017%2010:13:42%20GMT	https://www.apple.com/ac/globalfooter/2.0/en_US/styles/ac-globalfooter.built.css	C:/My%20Web%20Sites/Apple%20Help/www.apple.com/ac/globalfooter/2.0/en_US/styles/ac-globalfooter.built.css	(from https://iforgot.apple.com/password/verify/appleid)
03:13:43	26317/26317	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Apr%202017%2010:13:43%20GMT	https://www.apple.com/ac/globalfooter/2.0/en_US/scripts/ac-globalfooter.built.js	C:/My%20Web%20Sites/Apple%20Help/www.apple.com/ac/globalfooter/2.0/en_US/scripts/ac-globalfooter.built.js	(from https://iforgot.apple.com/password/verify/appleid)
03:13:43	331060/331060	---MCZ	200	added ('OK')	text/javascript	etag:2740050219	https://iforgot.apple.com/jsj/N2065767417/app.js	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/jsj/N2065767417/app.js	(from https://iforgot.apple.com/password/verify/appleid)
03:13:44	2036/2036	---MCZ	200	added ('OK')	image/png	etag:2740050219	https://iforgot.apple.com/bin/cb983233127/dist/assets/images/captcha-audio-paused.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb983233127/dist/assets/images/captcha-audio-paused.png	(from https://iforgot.apple.com/password/verify/appleid)
03:13:44	6372/6372	---MCZ	200	added ('OK')	image/jpeg	etag:2740050219	https://iforgot.apple.com/bin/cb1764815236/dist/assets/images/captcha-audio.jpg	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb1764815236/dist/assets/images/captcha-audio.jpg	(from https://iforgot.apple.com/password/verify/appleid)
03:13:44	200971/200971	---MCZ	200	added ('OK')	text/javascript	etag:2740050219	https://iforgot.apple.com/jsj/N421889716/webGlobal.js	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/jsj/N421889716/webGlobal.js	(from https://iforgot.apple.com/password/verify/appleid)
03:13:45	64666/64666	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Apr%202017%2010:13:44%20GMT	https://iforgot.apple.com/password/verify/appleid?localang=en_US	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/password/verify/appleidcfe7.html	(from https://iforgot.apple.com/password/verify/appleid)
03:13:45	0/0	---MCZ	404	error ('Not%20Found')	image/png	etag:2740050219	https://iforgot.apple.com/bin/dist/ac-sasskit/build/ac-assets/ac-colornav/productred.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/dist/ac-sasskit/build/ac-assets/ac-colornav/productred.c.delayed	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:46	0/0	---MCZ	404	error ('Not%20Found')	image/png	etag:2740050219	https://iforgot.apple.com/bin/dist/ac-sasskit/build/ac-assets/ac-forms/fallbacks/icons_forms_sprite.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/dist/ac-sasskit/build/ac-assets/ac-forms/fallbacks/icons_forms_sprite.d.delayed	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:46	2516/2516	---MCZ	200	added ('OK')	image/png	etag:2740050219	https://iforgot.apple.com/bin/cb2442680439/dist/assets/idms/images/alert_icon.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb2442680439/dist/assets/idms/images/alert_icon.png	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:47	24514/24514	---MCZ	200	added ('OK')	image/jpeg	etag:2740050219	https://iforgot.apple.com/bin/cb3380168209/dist/assets/idms/images/idms_toolbar.jpg	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb3380168209/dist/assets/idms/images/idms_toolbar.jpg	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:47	3743/3743	---MCZ	200	added ('OK')	image/png	etag:2740050219	https://iforgot.apple.com/bin/cb3240912829/dist/assets/images/warning.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb3240912829/dist/assets/images/warning.png	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:47	24514/24514	---MCZ	200	added ('OK')	image/jpeg	etag:2740050219	https://iforgot.apple.com/bin/cb3380168209/dist/assets/images/hero-splash-mobile.jpg	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb3380168209/dist/assets/images/hero-splash-mobile.jpg	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:47	43454/43454	---MCZ	200	added ('OK')	image/jpeg	etag:2740050219	https://iforgot.apple.com/bin/cb401238999/dist/assets/images/hero-splash.jpg	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb401238999/dist/assets/images/hero-splash.jpg	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:48	9238/9238	---MCZ	200	added ('OK')	image/png	etag:2740050219	https://iforgot.apple.com/bin/cb557578914/dist/assets/images/cvv_visa_mc.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb557578914/dist/assets/images/cvv_visa_mc.png	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:48	17246/17246	---MCZ	200	added ('OK')	image/png	etag:2740050219	https://iforgot.apple.com/bin/cb2499579377/dist/assets/images/cvv_amex.png	C:/My%20Web%20Sites/Apple%20Help/iforgot.apple.com/bin/cb2499579377/dist/assets/images/cvv_amex.png	(from https://iforgot.apple.com/cssj/N284380771/app.css)
03:13:48	312/312	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:23%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/apple/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/apple/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:49	314/314	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:23%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/apple/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/apple/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:49	461/461	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/mac/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/mac/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:49	526/526	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/mac/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/mac/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:49	450/450	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/ipad/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/ipad/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:49	525/525	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/ipad/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/ipad/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:50	558/558	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/iphone/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/iphone/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:50	631/631	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/iphone/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/iphone/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:50	559/559	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:25%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/watch/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/watch/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:50	650/650	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:25%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/watch/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/watch/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:51	321/321	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:25%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/tv/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/tv/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:51	339/339	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:25%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/tv/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/tv/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:51	506/506	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/music/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/music/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:51	602/602	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/music/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/music/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:51	620/620	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:24%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/support/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/support/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:52	752/752	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:25%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/support/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/links/support/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:52	292/292	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:26%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/search/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/search/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:52	299/299	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:26%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/search/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/search/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:52	270/270	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:23%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/bag/image_large.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/bag/image_large.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:52	318/318	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:23%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/bag/image_small.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/images/globalnav/bag/image_small.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:53	9812/9812	---M--	200	added ('OK')	image/gif	date:Mon,%2004%20Apr%202016%2006:10:04%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/assets/ac-store/spinner.gif	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/assets/ac-store/spinner.gif	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:53	297/297	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Aug%202016%2019:55:07%20GMT	https://images.apple.com/ac/globalnav/2.0/en_US/assets/ac-store/bag.png	C:/My%20Web%20Sites/Apple%20Help/images.apple.com/ac/globalnav/2.0/en_US/assets/ac-store/bag.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
03:13:53	25906/25906	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Apr%202017%2010:13:53%20GMT	https://www.apple.com/ac/globalnav/2.0/en_US/assets/ac-store/view.png	C:/My%20Web%20Sites/Apple%20Help/www.apple.com/ac/globalnav/2.0/en_US/assets/ac-store/view.png	(from https://www.apple.com/ac/globalnav/2.0/en_US/styles/ac-globalnav.built.css)
